timestamp,linh_vuc,thoi_gian_dung_ai,thoi_gian_dung_ai_so,cong_cu_ai,so_cong_cu,nhan_xet,do_dai_nhan_xet,nhan,nhan_so
09/03/2026 20:23:27,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Chat GPT hỗ trợ rất hay cho việc học,9,Bình thường,0
09/04/2026 19:26:14,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"AI là một công nghệ rất hữu ích, phụ trợ con người học tập, làm việc và giải quyết vấn đề tốc độ chóng hơn, nhưng cũng cần được sử dụng một cách hợp lý và có trách nhiệm.",39,Bình thường,0
17/03/2026 22:27:23,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini, Copilot, Midjourney",4,Giúp tôi coi các mã để lập trình và cs thể gợi ý cho tôi nữa,16,Tích cực,1
09/03/2026 13:28:58,Thiết kế,3-6 tháng,2,ChatGPT,1,Al phụ trợ tôi trả lời câu hỏi khó mà tôi ko làm được Al có thể trợ giúp trong việc học tập,23,Bình thường,0
16/03/2026 13:11:35,Thiết kế,> 1 năm,4,Không,1,Khá thú vị khi AI rất hữu ích cho Việc học tập hoặc trả lời những câu hỏi mà mình thắt mắt,22,Bình thường,0
19/03/2026 23:38:42,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,"LÀ MỘT CÔNG CỤ khá MẠNH , ĐANG THAY ĐỔI SÂU CÁCH CON NGƯỜI SỐNG VÀ LÀM VIỆC. ""AI này rất hữu ích khi học tập và lập trình.",29,Tích cực,1
11/03/2026 18:51:55,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Qanda, doulingo",4,"Al là một công cụ rất hữu ích, tiện lợi khi học tập và lập trình. Al trợ giúp ta trao dồi kiến thức, giải các bài tập,.... Al là một công cụ mà mọi nhà nên dùng",38,Tiêu cực,-1
10/03/2026 22:28:58,Marketing,< 3 tháng,1,ChatGPT,1,"Theo quan sát, Al hỗ trợ tôi trả lời câu hỏi khó mà tôi ko làm được Al có thể trợ giúp trong việc học tập",26,Bình thường,0
23/03/2026 06:33:04,Thiết kế,3-6 tháng,2,ChatGPT,1,"Theo tôi, 📚 Học bài mau lẹ hơn: Có thể hỏi bài, giải thích lại kiến thức khó theo cách dễ hiểu hơn (giống như có gia sư luôn á). 🧠 Hiểu sâu hơn: Không chỉ cho đáp án mà còn giải thích từng bước, phụ trợ bạn hiểu bản chất. 💡 Gợi ý ý tưởng: Làm văn, thuyết trình hay project đều có thể nhờ AI gợi ý. 💻 Hỗ trợ lập trình: Viết code, sửa lỗi, giải thích code luôn – thực sự tiện cho người mới học. ⏱️ Tiết kiệm thời gian: Không cần tra nhiều nơi, hỏi 1 chỗ là có câu trả lời nhanh chóng. Tuyệt vời!",112,Tích cực,1
12/03/2026 17:51:55,Marketing,> 1 năm,4,"ChatGPT, Gemini, Qanda, doulingo",4,"Al là một công cụ thực sự hữu ích, tiện lợi khi học tập và lập trình. Al phụ trợ ta trao dồi kiến thức, giải các bài tập,.... Al là một công cụ mà mọi nhà nên dùng",39,Tiêu cực,-1
17/03/2026 18:49:13,Học Sinh,< 3 tháng,1,ChatGPT,1,Al rất hữu ích giúp ta rất nhiều trong học tập,11,Tiêu cực,-1
17/03/2026 21:05:24,Học sinh,6-12 tháng,3,ChatGPT,1,Al nhìu lúc rất hữu ích phụ trợ tiếp kiệm thời gian làm việc,14,Bình thường,0
17/03/2026 12:23:57,Kinh tế,3-6 tháng,2,ChatGPT,1,Al rất hữu ích trong việc học tập và công việc,11,Bình thường,0
20/03/2026 18:29:40,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini, Midjourney",3,Khá thú vị khi Giúp tôi có thể tính các khoản chi phí và giúp tôi tiết kiệm kinh tế,20,Bình thường,0
19/03/2026 18:04:05,Công nghệ thông tin,> 1 năm,4,Gemini,1,Tôi cũng không thích AI,5,Tiêu cực,-1
05/04/2026 17:29:10,Công nghệ thông tin,3-6 tháng,2,Gemini,1,Oke oke oke oke oke và khá oke,8,Bình thường,0
16/03/2026 11:36:13,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Al này hữu ích cho công việc,7,Bình thường,0
18/03/2026 11:52:54,Học sinh,6-12 tháng,3,ChatGPT,1,giúp tôi nhiều việc trong học tập,7,Tích cực,1
08/03/2026 17:41:35,Marketing,3-6 tháng,2,"ChatGPT, Gemini, Claude",3,"Theo quan sát, AI có hữu ích nhưng đôi khi nó sẽ làm cho tôi lệ thuộc vào chúng khá nhiều",21,Bình thường,0
13/03/2026 09:43:42,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,AI rất hữu ích trong việc học nhưng không nên lạm dụng nó.,13,Bình thường,0
18/03/2026 16:00:06,Kinh tế,< 3 tháng,1,ChatGPT,1,Sao chép AI ...... lập trình,6,Tích cực,1
18/03/2026 12:08:51,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"Thật sự, AI rất hữu ích khi học tập và khám phá, tìm hiểu một số thứ. Tuyệt vời!",19,Tích cực,1
07/04/2026 22:29:34,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Theo quan sát, AI là công nghệ phụ trợ con người xử lý dữ liệu nhanh và tự động hóa nhiều công việc, mang lại hiệu quả cao trong nhiều lĩnh vực. Còn nhiều điểm cần xem xét.",38,Bình thường,0
19/03/2026 15:15:09,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Nó rất thú vị Tuyệt vời!,6,Tích cực,1
10/03/2026 12:06:02,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Khá thú vị khi Al thực sự có lợi cho mọi người nó giúp mỗi người giải thắc mắc trong vài phút mau lẹ gọn . Cần cải thiện thêm.,30,Bình thường,0
20/03/2026 22:15:00,Nhiều Môn Học,< 3 tháng,1,Không,1,"Nhìn chung, AI cực kỳ hữu ích cho Việc học tập và lập trình ,trả lời những câu hỏi thắt mắt",21,Bình thường,0
16/03/2026 19:06:57,Kinh tế,6-12 tháng,3,"ChatGPT, Gemini",2,"AI là công cụ rất hữu ích trong học tập và làm việc, giúp tìm kiếm thông tin nhanh, giải bài tập, hỗ trợ lập trình và mở rộng kiến thức cho mọi người.",34,Tích cực,1
11/03/2026 12:12:25,Công nghệ thông tin,< 3 tháng,1,Gemini,1,AI này rất tốt và dễ hiểu trong học tập,10,Tích cực,1
17/03/2026 11:58:36,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Al rất hữu ích trong quá trình học tập và nghiên cứu lập trình,14,Tích cực,1
19/03/2026 15:16:16,Marketing,3-6 tháng,2,ChatGPT,1,Al này rất hữu ích khi hc tập và lập trình,11,Tích cực,1
13/03/2026 00:51:55,Mua Bán,3-6 tháng,2,"ChatGPT, Gemini, Qanda, doulingo",4,"Al là một công cụ khá hữu ích, tiện lợi khi học tập và lập trình. Al giúp ta trao dồi kiến thức, giải các bài tập,.... Al là một công cụ mà mọi nhà nên dùng",37,Tiêu cực,-1
18/03/2026 10:17:16,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Ai này rất thông minh và hữu dụng khi học tập,11,Tích cực,1
22/03/2026 01:59:25,Quân Sự,> 1 năm,4,ChatGPT,1,"Trong quá trình học tập, AI dùng thực sự hiệu quả về công nghệ,... Tôi rất hài lòng.",18,Tích cực,1
19/03/2026 13:08:56,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Claude",3,"AI là công nghệ thông minh giúp con người học tập hiệu quả hơn, hỗ trợ tìm kiếm thông tin, giải đáp thắc mắc và nâng cao khả năng sáng tạo. Cần cải thiện thêm.",35,Bình thường,0
08/04/2026 03:27:37,Học sinh,> 1 năm,4,ChatGPT,1,Al rất hữu ích trong việc soạn văn bản,9,Bình thường,0
10/03/2026 21:54:48,Công nghệ thông tin,> 1 năm,4,"Claude, Copilot",2,Rất hữu ích cho việc chuẩn bị thất nghiệp,9,Bình thường,0
16/03/2026 19:29:48,Kinh tế,> 1 năm,4,Gemini,1,Al này rất hữu ích và có lợi trong việc học tập,12,Bình thường,0
10/03/2026 23:46:01,Kinh tế,3-6 tháng,2,"ChatGPT, Gemini",2,Rất tiện ích,3,Bình thường,0
08/04/2026 19:27:19,Công nghệ thông tin,> 1 năm,4,Copilot,1,"Ai này cực kỳ hữu ích khi học tập và lập trình , tốc độ xử lý khá mau lẹ",20,Tích cực,1
17/03/2026 06:17:48,Marketing,3-6 tháng,2,Gemini,1,"Theo tôi, Rất hữu ích, gemini có thể tạo ra hình ảnh, video theo nội dung của mình rất sinh động",21,Tích cực,1
18/03/2026 21:06:30,Marketing,3-6 tháng,2,ChatGPT,1,Al rất hữu ích cho học tập và lập trình,10,Tích cực,1
20/03/2026 19:38:53,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"AI giúp tiết kiệm thời gian, nâng cao hiệu suất làm việc và mang lại nhiều tiện ích trong cuộc sống.",21,Tích cực,1
12/03/2026 07:38:14,Công nghệ thông tin,> 1 năm,4,Gemini,1,Khá thú vị khi Al thật hữu khi tôi học tập và lập trình Còn nhiều điểm cần xem xét.,20,Bình thường,0
20/03/2026 06:03:13,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,công nghệ AI thực sự hữu ích cho học tập và công việc,13,Tích cực,1
23/03/2026 04:59:53,Kinh tế,6-12 tháng,3,ChatGPT,1,"Trong quá trình học tập, Ai này thực sự hữu ích khi học tập và làm bài tập khá thú vị",21,Tích cực,1
16/03/2026 02:24:41,Công nghệ thông tin,6-12 tháng,3,Gemini,1,"Theo quan sát, Al là một số thông tin thực sự hữu ích khi học tập và làm việc trong quá trình lập trình",24,Bình thường,0
20/03/2026 05:16:02,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Tôi thực sự ấn tượng với khả năng học hỏi và phản hồi ngôn ngữ tự nhiên của AI hiện nay, nó mang lại những trải nghiệm tương tác khá gần gũi và hữu ích trong đời sống hàng ngày.",40,Bình thường,0
19/03/2026 11:04:38,Học sinh,3-6 tháng,2,ChatGPT,1,Al rất hữu dụng trong việc học tập vật học hỏi,11,Tích cực,1
17/03/2026 05:50:35,Học sinh,< 3 tháng,1,"ChatGPT, Gemini",2,"Theo tôi, Rất tốt làm tốc độ Tốt nhất là đáp án thường xuyên đúng khó có các câu sai Tôi rất hài lòng.",24,Tích cực,1
20/03/2026 15:14:10,Học sinh,< 3 tháng,1,ChatGPT,1,AI rất thú vị và thông minh hỏi gì cũng biết,11,Tích cực,1
12/03/2026 11:26:32,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,"Trong quá trình học tập, AI rất thông minh và có thể đưa ra kết quả chính xác cho đa số các bài toán.",24,Tích cực,1
17/03/2026 11:47:44,Kinh tế,3-6 tháng,2,"ChatGPT, Gemini",2,AI rất hữu ích cho việc học tập và lập trình,11,Tích cực,1
20/03/2026 18:15:00,Marketing,< 3 tháng,1,Không,1,"Nhìn chung, AI rất hữu ích cho Việc học tập và lập trình ,trả lời những câu hỏi thắt mắt",20,Bình thường,0
08/03/2026 09:54:38,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Copilot",3,Xịn xò con bò sữa,5,Tích cực,1
11/03/2026 14:07:15,Công nghệ thông tin,6-12 tháng,3,Gemini,1,Al này trợ giúp tôi giải khá là nhiều vấn đề trong học tập mà tôi không biết.,18,Bình thường,0
14/03/2026 10:06:57,Đang Là Học Sinh,3-6 tháng,2,"ChatGPT, Gemini",2,"AI là công cụ rất hữu ích trong học tập và làm việc, giúp tìm kiếm thông tin nhanh, giải bài tập, hỗ trợ lập trình và mở rộng kiến thức cho mọi người.",34,Tích cực,1
10/03/2026 21:09:12,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Hữu dụng , khá dễ dùng khi làm bài tập",10,Bình thường,0
14/03/2026 13:12:10,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Copilot, Midjourney",3,"AI là một công nghệ thông minh giúp con người học tập thuận tiện hơn, hỗ trợ giải đáp nhiều câu hỏi, cung cấp kiến thức và giúp công việc trở nên dễ dàng, hiệu quả hơn.",37,Tích cực,1
17/03/2026 10:02:27,Học Sinh,3-6 tháng,2,ChatGPT,1,"Giải đáp những câu hỏi,bài toán khó, giải trình có logic,hay,thông minh",12,Bình thường,0
16/03/2026 21:17:32,Thiết kế,6-12 tháng,3,"ChatGPT, Gemini",2,AI này rất hữu ích cho việc học tập và làm việc,12,Bình thường,0
08/04/2026 13:26:51,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Claude, Copilot",4,AI tiện Còn nhiều điểm cần xem xét.,8,Bình thường,0
13/03/2026 11:37:46,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,"AI trả lời nhanh chóng, giải thích khá rõ ràng nhiều chủ đề từ công nghệ đến đời sống, đôi khi còn gợi ý những góc nhìn mới khiến việc học và suy nghĩ trở nên thú vị hơn.",39,Bình thường,0
15/03/2026 12:01:12,Học Sinh,> 1 năm,4,ChatGPT,1,"Nhìn chung, Al giúp chúng ta hiểu và biết nhiều vấn đề hơn Cần cải thiện thêm.",17,Bình thường,0
18/03/2026 02:35:03,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,All này rất hữu ích khi học tập và lập trình,11,Tích cực,1
07/04/2026 14:25:22,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"trên cả tuyệt vờiii, bổ ích, thuận tiện trong công việc, hỗ trợ tận tình",15,Tích cực,1
09/03/2026 21:37:41,Marketing,3-6 tháng,2,"ChatGPT, Gemini",2,Al hayy,2,Tích cực,1
21/03/2026 09:43:46,Công nghệ thông tin,< 3 tháng,1,Gemini,1,AI là một ứng dụng học tập hữu ích cho công việc và học tập,15,Tích cực,1
17/03/2026 20:57:34,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Al rất hữu ích trong công việc và học tập,10,Tích cực,1
16/03/2026 19:12:06,Marketing,6-12 tháng,3,Gemini,1,"AI là một công cụ mạnh mẽ, cần được phát triển và sử dụng 1 cách có trách nhiệm để phục vụ lợi ích chung của cộng đồng và thúc đẩy sự phát triển.",34,Bình thường,0
17/03/2026 19:55:12,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,AI rất hữu ích khi toi làm bài tập,9,Bình thường,0
19/03/2026 15:28:27,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Trong quá trình học tập, AI sử dụng rất hiệu quả khi học tập",14,Tích cực,1
16/03/2026 21:00:47,Quân Sự,> 1 năm,4,AI hay,1,"Có rất nhiều loại AI hiện đại và nhiều người dùng nhưng riêng tôi lại chọn Ai hay một loại AI được phát triển bởi CTCP TP.Hồ Chí Minh và tên gọi AI hay viết tắt từ ""Artificial lntellgence và nó hoàn toàn phát triển từ Việt Nam tôi thường dùng nó và học tập và tìm hiểu về quân sự và nó hoàn toàn miễn phí ko cần phải bỏ tiền mua bản cao cấp như chat GPT và cập vào thời gian thực và tôi hy vọng nó sẽ lan tỏa khắp Việt Nam và thế giới",99,Tích cực,1
19/03/2026 07:49:13,Marketing,> 1 năm,4,ChatGPT,1,Al rất hữu ích trợ giúp ta thực sự nhiều trong học tập,13,Tiêu cực,-1
17/03/2026 22:32:48,Học sinh,3-6 tháng,2,"ChatGPT, Gemini",2,Có thể tốt tắt bài học cho tôi và giải thích những chỗ tôi chưa hiểu,16,Tích cực,1
14/03/2026 00:27:46,Học Sinh,3-6 tháng,2,ChatGPT,1,AI có thể giúp học tập và làm việc thực sự tốt,12,Tích cực,1
20/03/2026 09:59:50,Mua Bán,< 3 tháng,1,ChatGPT,1,"AI dùng rất tốt về công nghệ,...",7,Tích cực,1
20/03/2026 11:51:35,Công nghệ thông tin,6-12 tháng,3,Gemini,1,AI là một ứng dụng rất giúp ích cho cuộc sống và con người,14,Tích cực,1
17/03/2026 18:38:42,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"LÀ MỘT CÔNG CỤ khá MẠNH , ĐANG THAY ĐỔI SÂU CÁCH CON NGƯỜI SỐNG VÀ LÀM VIỆC. ""AI này thực sự hữu ích khi học tập và lập trình.",30,Tích cực,1
16/03/2026 19:11:31,Kinh tế,6-12 tháng,3,"ChatGPT, Copilot, Midjourney",3,"AI là một công nghệ thông minh giúp con người học tập thuận tiện hơn, hỗ trợ giải đáp nhiều câu hỏi, cung cấp kiến thức và giúp công việc trở nên dễ dàng, hiệu quả hơn.",37,Tích cực,1
17/03/2026 20:40:22,Học sinh,> 1 năm,4,Gemini,1,"AI là trợ thủ đắc lực trong học tập, giúp cá nhân hóa lộ trình tri thức, giải đáp thắc mắc tức thì và mở ra kho tàng sáng tạo vô tận.",32,Tích cực,1
18/03/2026 10:05:26,Đang Đi Hc,3-6 tháng,2,ChatGPT,1,Al giúp tôi học và giải các bài tập khó giúp tôi,12,Tích cực,1
17/03/2026 11:39:33,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,AI rất tốt có thể tìm kiếm câu trả lời trong giây lát và rất nhanh chóng,17,Tích cực,1
18/03/2026 19:31:52,Thiết kế,3-6 tháng,2,ChatGPT,1,"AI rất bổ ích giúp tôi giải quyết mọi vấn đề , đặc biệt là học tập giúp tôi dễ dàng hiểu bài hơn",24,Tích cực,1
09/03/2026 08:54:38,Marketing,> 1 năm,4,"ChatGPT, Gemini, Copilot",3,Xịn xò con bò sữa,5,Tích cực,1
11/03/2026 22:37:46,Học sinh,3-6 tháng,2,"ChatGPT, Gemini",2,"Theo quan sát, AI trả lời tốc độ, giải thích khá rõ ràng nhiều chủ đề từ công nghệ đến đời sống, đôi khi còn gợi ý những góc nhìn mới khiến việc học và suy nghĩ trở nên thú vị hơn. Cần cải thiện thêm.",46,Bình thường,0
09/04/2026 15:26:35,Học sinh,< 3 tháng,1,"ChatGPT, Gemini, Copilot",3,AI còn chưa hoàn thiện lắm Còn nhiều điểm cần xem xét.,12,Bình thường,0
14/03/2026 11:22:39,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,Ai hữu ích trong học tập và lập trình,9,Bình thường,0
19/03/2026 06:07:43,Học,> 1 năm,4,"ChatGPT, Gemini",2,Khá thú vị khi hữu ích Còn nhiều điểm cần xem xét.,12,Bình thường,0
09/03/2026 21:44:32,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Khá tiện lợi nhưng đôi khi hơi tào lao:) Còn nhiều điểm cần xem xét.,15,Bình thường,0
16/03/2026 19:26:56,Học,6-12 tháng,3,ChatGPT,1,Al rất hữu ích khí học tập,7,Tích cực,1
22/03/2026 06:53:25,Kinh tế,6-12 tháng,3,ChatGPT,1,"AI đóng vai trò quan trọng trong tương lai, góp phần thay đổi cách con người làm việc và học tập.",21,Tích cực,1
17/03/2026 11:01:43,Công nghệ thông tin,6-12 tháng,3,AIHay,1,"Có rất nhiều loại AI hiện đại và nhiều người dùng nhưng riêng tôi lại chọn Ai hay một loại AI được phát triển bởi CTCP TP.Hồ Chí Minh và tên gọi AI hay viết tắt từ ""Artificial lntellgence và nó hoàn toàn phát triển từ Việt Nam tôi thường dùng nó và học tập và tìm hiểu về quân sự và nó hoàn toàn miễn phí ko cần phải bỏ tiền mua bản cao cấp như chat GPT và cập vào thời gian thực và tôi hy vọng nó sẽ lan tỏa khắp Việt Nam và thế giới",99,Tích cực,1
